gene	Sham_C.WNVp_C	WNVp_C.WNVp_WNV	Sham_WNV.WNVp_WNV	WNVp_WNV.WNVp_JEV	Sham_JEV.WNVp_JEV	Sham_C.Sham_WNV	Sham_C.Sham_JEV	Sham_C.WNVp_WNV	Sham_C.WNVp_JEV	Name	description	attributes
CPIJ000837	0	0	0	0	1	0	0	0	1		dolichyl-phosphate beta-D-mannosyltransferase%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ000837;biotype=protein_coding;description=dolichyl-phosphate beta-D-mannosyltransferase%2C putative [Source:VB Community Annotation];gene_id=CPIJ000837;logic_name=vectorbase_culex
CPIJ000855	0	0	0	0	1	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W194]	ID=gene:CPIJ000855;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W194];gene_id=CPIJ000855;logic_name=vectorbase_culex
CPIJ000862	0	0	0	0	1	0	0	0	0		Alkaline ceramidase [Source:UniProtKB/TrEMBL%3BAcc:B0W1A1]	ID=gene:CPIJ000862;biotype=protein_coding;description=Alkaline ceramidase [Source:UniProtKB/TrEMBL%3BAcc:B0W1A1];gene_id=CPIJ000862;logic_name=vectorbase_culex
CPIJ000863	0	0	0	0	0	1	1	0	0		6-pyruvoyl tetrahydrobiopterin synthase [Source:UniProtKB/TrEMBL%3BAcc:B0W1A2]	ID=gene:CPIJ000863;biotype=protein_coding;description=6-pyruvoyl tetrahydrobiopterin synthase [Source:UniProtKB/TrEMBL%3BAcc:B0W1A2];gene_id=CPIJ000863;logic_name=vectorbase_culex
CPIJ000871	0	0	0	0	0	0	1	0	0		Crossover junction endonuclease MUS81 [Source:UniProtKB/TrEMBL%3BAcc:B0W1B0]	ID=gene:CPIJ000871;biotype=protein_coding;description=Crossover junction endonuclease MUS81 [Source:UniProtKB/TrEMBL%3BAcc:B0W1B0];gene_id=CPIJ000871;logic_name=vectorbase_culex
CPIJ000872	0	0	0	0	1	0	0	0	0		Signal peptide peptidase [Source:UniProtKB/TrEMBL%3BAcc:B0W1B1]	ID=gene:CPIJ000872;biotype=protein_coding;description=Signal peptide peptidase [Source:UniProtKB/TrEMBL%3BAcc:B0W1B1];gene_id=CPIJ000872;logic_name=vectorbase_culex
CPIJ000873	0	0	0	0	1	0	0	0	0		Thioredoxin domain containing 14 [Source:UniProtKB/TrEMBL%3BAcc:B0W1B2]	ID=gene:CPIJ000873;biotype=protein_coding;description=Thioredoxin domain containing 14 [Source:UniProtKB/TrEMBL%3BAcc:B0W1B2];gene_id=CPIJ000873;logic_name=vectorbase_culex
CPIJ000890	0	0	0	1	0	1	1	0	1		Gamma-secretase subunit Aph-1 [Source:UniProtKB/TrEMBL%3BAcc:B0W1C9]	ID=gene:CPIJ000890;biotype=protein_coding;description=Gamma-secretase subunit Aph-1 [Source:UniProtKB/TrEMBL%3BAcc:B0W1C9];gene_id=CPIJ000890;logic_name=vectorbase_culex
CPIJ000894	0	0	0	0	0	1	0	0	0		proteasome subunit beta type 2 [Source:VB Community Annotation]	ID=gene:CPIJ000894;biotype=protein_coding;description=proteasome subunit beta type 2 [Source:VB Community Annotation];gene_id=CPIJ000894;logic_name=vectorbase_culex
CPIJ000918	0	0	0	0	1	0	0	0	1		Glucosaminephosphotransferase [Source:UniProtKB/TrEMBL%3BAcc:B0W1F7]	ID=gene:CPIJ000918;biotype=protein_coding;description=Glucosaminephosphotransferase [Source:UniProtKB/TrEMBL%3BAcc:B0W1F7];gene_id=CPIJ000918;logic_name=vectorbase_culex
CPIJ000936	0	0	0	0	1	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1M2]	ID=gene:CPIJ000936;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1M2];gene_id=CPIJ000936;logic_name=vectorbase_culex
CPIJ000937	0	0	0	0	1	1	0	0	1		techylectin-5B precursor [Source:VB Community Annotation]	ID=gene:CPIJ000937;biotype=protein_coding;description=techylectin-5B precursor [Source:VB Community Annotation];gene_id=CPIJ000937;logic_name=vectorbase_culex
CPIJ000938	0	0	0	0	1	1	0	0	1		techylectin-5B precursor [Source:VB Community Annotation]	ID=gene:CPIJ000938;biotype=protein_coding;description=techylectin-5B precursor [Source:VB Community Annotation];gene_id=CPIJ000938;logic_name=vectorbase_culex
CPIJ000939	0	0	0	0	1	1	0	0	0		fibrinogen and fibronectin%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ000939;biotype=protein_coding;description=fibrinogen and fibronectin%2C putative [Source:VB Community Annotation];gene_id=CPIJ000939;logic_name=vectorbase_culex
CPIJ000947	0	0	0	0	1	0	0	0	0			ID=gene:CPIJ000947;biotype=protein_coding;gene_id=CPIJ000947;logic_name=vectorbase_culex
CPIJ000950	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1N6]	ID=gene:CPIJ000950;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1N6];gene_id=CPIJ000950;logic_name=vectorbase_culex
CPIJ000965	0	0	0	0	0	1	1	0	0		Ankyrin repeat domain-containing protein 49 [Source:UniProtKB/TrEMBL%3BAcc:B0W1Q1]	ID=gene:CPIJ000965;biotype=protein_coding;description=Ankyrin repeat domain-containing protein 49 [Source:UniProtKB/TrEMBL%3BAcc:B0W1Q1];gene_id=CPIJ000965;logic_name=vectorbase_culex
CPIJ000981	0	0	0	1	1	0	0	0	1		Prohibitin-2 [Source:UniProtKB/TrEMBL%3BAcc:B0W1R7]	ID=gene:CPIJ000981;biotype=protein_coding;description=Prohibitin-2 [Source:UniProtKB/TrEMBL%3BAcc:B0W1R7];gene_id=CPIJ000981;logic_name=vectorbase_culex
CPIJ000992	0	0	0	0	1	0	0	0	1		juvenile hormone epoxide hydrolase 1 [Source:VB Community Annotation]	ID=gene:CPIJ000992;biotype=protein_coding;description=juvenile hormone epoxide hydrolase 1 [Source:VB Community Annotation];gene_id=CPIJ000992;logic_name=vectorbase_culex
CPIJ000995	0	0	0	1	0	0	0	0	1		Actin [Source:UniProtKB/TrEMBL%3BAcc:B0W1T1]	ID=gene:CPIJ000995;biotype=protein_coding;description=Actin [Source:UniProtKB/TrEMBL%3BAcc:B0W1T1];gene_id=CPIJ000995;logic_name=vectorbase_culex
CPIJ000999	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1T5]	ID=gene:CPIJ000999;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1T5];gene_id=CPIJ000999;logic_name=vectorbase_culex
CPIJ001031	0	0	0	0	0	1	1	0	0		Coiled-coil domain-containing protein 12 [Source:UniProtKB/TrEMBL%3BAcc:B0W1W6]	ID=gene:CPIJ001031;biotype=protein_coding;description=Coiled-coil domain-containing protein 12 [Source:UniProtKB/TrEMBL%3BAcc:B0W1W6];gene_id=CPIJ001031;logic_name=vectorbase_culex
CPIJ001058	0	0	0	0	0	1	1	0	0		ADP-ribosylation factor [Source:UniProtKB/TrEMBL%3BAcc:B0W1Z3]	ID=gene:CPIJ001058;biotype=protein_coding;description=ADP-ribosylation factor [Source:UniProtKB/TrEMBL%3BAcc:B0W1Z3];gene_id=CPIJ001058;logic_name=vectorbase_culex
CPIJ001059	0	0	0	0	0	1	0	0	0		Serine protease [Source:UniProtKB/TrEMBL%3BAcc:B0W1Z4]	ID=gene:CPIJ001059;biotype=protein_coding;description=Serine protease [Source:UniProtKB/TrEMBL%3BAcc:B0W1Z4];gene_id=CPIJ001059;logic_name=vectorbase_culex
CPIJ001061	0	0	0	0	0	1	0	0	0		Serine protease [Source:UniProtKB/TrEMBL%3BAcc:B0W1Z6]	ID=gene:CPIJ001061;biotype=protein_coding;description=Serine protease [Source:UniProtKB/TrEMBL%3BAcc:B0W1Z6];gene_id=CPIJ001061;logic_name=vectorbase_culex
CPIJ001066	0	0	0	1	1	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W201]	ID=gene:CPIJ001066;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W201];gene_id=CPIJ001066;logic_name=vectorbase_culex
CPIJ001100	0	0	0	1	1	1	0	0	1		serine protease%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ001100;biotype=protein_coding;description=serine protease%2C putative [Source:VB Community Annotation];gene_id=CPIJ001100;logic_name=vectorbase_culex
CPIJ001111	0	0	0	0	1	0	0	0	0		proacrosin%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ001111;biotype=protein_coding;description=proacrosin%2C putative [Source:VB Community Annotation];gene_id=CPIJ001111;logic_name=vectorbase_culex
CPIJ001120	0	0	0	1	0	0	0	0	0	DLP	Daxx-like protein [Source:VB Community Annotation]	ID=gene:CPIJ001120;Name=DLP;biotype=protein_coding;description=Daxx-like protein [Source:VB Community Annotation];gene_id=CPIJ001120;logic_name=vectorbase_culex
CPIJ001121	0	0	0	0	0	1	1	0	1		Kynurenine formamidase [Source:UniProtKB/TrEMBL%3BAcc:B0W291]	ID=gene:CPIJ001121;biotype=protein_coding;description=Kynurenine formamidase [Source:UniProtKB/TrEMBL%3BAcc:B0W291];gene_id=CPIJ001121;logic_name=vectorbase_culex
CPIJ001126	0	0	0	1	0	0	1	0	1		Valacyclovir hydrolase [Source:UniProtKB/TrEMBL%3BAcc:B0W232]	ID=gene:CPIJ001126;biotype=protein_coding;description=Valacyclovir hydrolase [Source:UniProtKB/TrEMBL%3BAcc:B0W232];gene_id=CPIJ001126;logic_name=vectorbase_culex
CPIJ001128	0	0	0	0	1	0	0	0	1		valacyclovir hydrolase%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ001128;biotype=protein_coding;description=valacyclovir hydrolase%2C putative [Source:VB Community Annotation];gene_id=CPIJ001128;logic_name=vectorbase_culex
CPIJ001133	0	0	0	0	0	0	1	0	0		Cyclin-dependent kinases regulatory subunit [Source:UniProtKB/TrEMBL%3BAcc:B0W239]	ID=gene:CPIJ001133;biotype=protein_coding;description=Cyclin-dependent kinases regulatory subunit [Source:UniProtKB/TrEMBL%3BAcc:B0W239];gene_id=CPIJ001133;logic_name=vectorbase_culex
CPIJ001135	0	0	0	0	0	0	1	0	0		Chromobox protein [Source:UniProtKB/TrEMBL%3BAcc:B0W241]	ID=gene:CPIJ001135;biotype=protein_coding;description=Chromobox protein [Source:UniProtKB/TrEMBL%3BAcc:B0W241];gene_id=CPIJ001135;logic_name=vectorbase_culex
CPIJ001152	0	0	0	0	0	1	1	0	0		HemK methyltransferase family member 2 [Source:UniProtKB/TrEMBL%3BAcc:B0W258]	ID=gene:CPIJ001152;biotype=protein_coding;description=HemK methyltransferase family member 2 [Source:UniProtKB/TrEMBL%3BAcc:B0W258];gene_id=CPIJ001152;logic_name=vectorbase_culex
CPIJ001155	0	0	0	0	0	0	1	0	0		Cell division protein kinase 2 [Source:UniProtKB/TrEMBL%3BAcc:B0W261]	ID=gene:CPIJ001155;biotype=protein_coding;description=Cell division protein kinase 2 [Source:UniProtKB/TrEMBL%3BAcc:B0W261];gene_id=CPIJ001155;logic_name=vectorbase_culex
CPIJ001156	0	0	0	0	1	0	0	0	0		mitogen-activated protein kinase 8 [Source:VB Community Annotation]	ID=gene:CPIJ001156;biotype=protein_coding;description=mitogen-activated protein kinase 8 [Source:VB Community Annotation];gene_id=CPIJ001156;logic_name=vectorbase_culex
CPIJ001164	0	0	0	0	0	0	1	0	0		Mitochondrial inner membrane protease subunit [Source:UniProtKB/TrEMBL%3BAcc:B0W2D0]	ID=gene:CPIJ001164;biotype=protein_coding;description=Mitochondrial inner membrane protease subunit [Source:UniProtKB/TrEMBL%3BAcc:B0W2D0];gene_id=CPIJ001164;logic_name=vectorbase_culex
CPIJ001171	0	0	0	0	0	0	1	0	0		Thyroid receptor-interacting protein 13 [Source:UniProtKB/TrEMBL%3BAcc:B0W2D7]	ID=gene:CPIJ001171;biotype=protein_coding;description=Thyroid receptor-interacting protein 13 [Source:UniProtKB/TrEMBL%3BAcc:B0W2D7];gene_id=CPIJ001171;logic_name=vectorbase_culex
CPIJ001177	0	0	0	0	0	1	1	0	1		possible transcription factor [Source:VB Community Annotation]	ID=gene:CPIJ001177;biotype=protein_coding;description=possible transcription factor [Source:VB Community Annotation];gene_id=CPIJ001177;logic_name=vectorbase_culex
CPIJ001179	0	0	0	1	0	0	0	0	0		importin alpha [Source:VB Community Annotation]	ID=gene:CPIJ001179;biotype=protein_coding;description=importin alpha [Source:VB Community Annotation];gene_id=CPIJ001179;logic_name=vectorbase_culex
CPIJ001187	0	0	0	0	0	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2F3]	ID=gene:CPIJ001187;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2F3];gene_id=CPIJ001187;logic_name=vectorbase_culex
CPIJ001189	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2F5]	ID=gene:CPIJ001189;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2F5];gene_id=CPIJ001189;logic_name=vectorbase_culex
CPIJ001191	0	0	0	0	0	0	0	0	1		HIT zinc finger family protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2F7]	ID=gene:CPIJ001191;biotype=protein_coding;description=HIT zinc finger family protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2F7];gene_id=CPIJ001191;logic_name=vectorbase_culex
CPIJ001195	0	0	0	0	1	0	0	0	1		Glyoxylate reductase/hydroxypyruvate reductase [Source:UniProtKB/TrEMBL%3BAcc:B0W2G1]	ID=gene:CPIJ001195;biotype=protein_coding;description=Glyoxylate reductase/hydroxypyruvate reductase [Source:UniProtKB/TrEMBL%3BAcc:B0W2G1];gene_id=CPIJ001195;logic_name=vectorbase_culex
CPIJ001196	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2G2]	ID=gene:CPIJ001196;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2G2];gene_id=CPIJ001196;logic_name=vectorbase_culex
CPIJ001198	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2G4]	ID=gene:CPIJ001198;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2G4];gene_id=CPIJ001198;logic_name=vectorbase_culex
CPIJ001219	0	0	0	0	0	1	1	0	0		DNA-directed RNA polymerase II 19 kDa polypeptide [Source:UniProtKB/TrEMBL%3BAcc:B0W2B6]	ID=gene:CPIJ001219;biotype=protein_coding;description=DNA-directed RNA polymerase II 19 kDa polypeptide [Source:UniProtKB/TrEMBL%3BAcc:B0W2B6];gene_id=CPIJ001219;logic_name=vectorbase_culex
CPIJ001227	0	0	0	1	1	0	0	0	0		Actin [Source:UniProtKB/TrEMBL%3BAcc:B0W2C4]	ID=gene:CPIJ001227;biotype=protein_coding;description=Actin [Source:UniProtKB/TrEMBL%3BAcc:B0W2C4];gene_id=CPIJ001227;logic_name=vectorbase_culex
CPIJ001235	0	0	0	0	1	0	0	0	1	APG3	autophagy related gene [Source:VB Community Annotation]	ID=gene:CPIJ001235;Name=APG3;biotype=protein_coding;description=autophagy related gene [Source:VB Community Annotation];gene_id=CPIJ001235;logic_name=vectorbase_culex
CPIJ001260	0	0	0	0	1	0	0	0	0		Fibrinogen and fibronectin [Source:UniProtKB/TrEMBL%3BAcc:B0W2L0]	ID=gene:CPIJ001260;biotype=protein_coding;description=Fibrinogen and fibronectin [Source:UniProtKB/TrEMBL%3BAcc:B0W2L0];gene_id=CPIJ001260;logic_name=vectorbase_culex
CPIJ001267	0	0	0	0	0	1	0	0	0		Protein quiver [Source:UniProtKB/TrEMBL%3BAcc:B0W2L7]	ID=gene:CPIJ001267;biotype=protein_coding;description=Protein quiver [Source:UniProtKB/TrEMBL%3BAcc:B0W2L7];gene_id=CPIJ001267;logic_name=vectorbase_culex
CPIJ001275	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2M5]	ID=gene:CPIJ001275;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2M5];gene_id=CPIJ001275;logic_name=vectorbase_culex
CPIJ001276	0	0	0	0	0	1	0	0	0	DEFA	defensin anti-microbial peptide [Source:VB Community Annotation]	ID=gene:CPIJ001276;Name=DEFA;biotype=protein_coding;description=defensin anti-microbial peptide [Source:VB Community Annotation];gene_id=CPIJ001276;logic_name=vectorbase_culex
CPIJ001284	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2N4]	ID=gene:CPIJ001284;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2N4];gene_id=CPIJ001284;logic_name=vectorbase_culex
CPIJ001301	0	0	0	0	0	0	1	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2H1]	ID=gene:CPIJ001301;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2H1];gene_id=CPIJ001301;logic_name=vectorbase_culex
CPIJ001313	0	0	0	0	0	1	0	0	0		mediator complex%2C subunit%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ001313;biotype=protein_coding;description=mediator complex%2C subunit%2C putative [Source:VB Community Annotation];gene_id=CPIJ001313;logic_name=vectorbase_culex
CPIJ001317	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W311]	ID=gene:CPIJ001317;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W311];gene_id=CPIJ001317;logic_name=vectorbase_culex
CPIJ001336	0	0	0	1	0	0	1	0	1		Ribosomal RNA large subunit methyltransferase J [Source:UniProtKB/TrEMBL%3BAcc:B0W330]	ID=gene:CPIJ001336;biotype=protein_coding;description=Ribosomal RNA large subunit methyltransferase J [Source:UniProtKB/TrEMBL%3BAcc:B0W330];gene_id=CPIJ001336;logic_name=vectorbase_culex
CPIJ001342	0	0	0	1	0	0	0	0	0		Predicted protein [Source:UniProtKB/TrEMBL%3BAcc:B0W336]	ID=gene:CPIJ001342;biotype=protein_coding;description=Predicted protein [Source:UniProtKB/TrEMBL%3BAcc:B0W336];gene_id=CPIJ001342;logic_name=vectorbase_culex
CPIJ001344	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W338]	ID=gene:CPIJ001344;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W338];gene_id=CPIJ001344;logic_name=vectorbase_culex
CPIJ001349	0	0	0	1	0	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W343]	ID=gene:CPIJ001349;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W343];gene_id=CPIJ001349;logic_name=vectorbase_culex
CPIJ001358	0	0	0	0	0	1	0	0	0		vitellogenin-A1 precursor [Source:VB Community Annotation]	ID=gene:CPIJ001358;biotype=protein_coding;description=vitellogenin-A1 precursor [Source:VB Community Annotation];gene_id=CPIJ001358;logic_name=vectorbase_culex
CPIJ001361	0	0	0	0	0	1	0	0	0		proteasome subunit beta type 3 [Source:VB Community Annotation]	ID=gene:CPIJ001361;biotype=protein_coding;description=proteasome subunit beta type 3 [Source:VB Community Annotation];gene_id=CPIJ001361;logic_name=vectorbase_culex
CPIJ001365	0	0	0	0	0	1	0	0	0	OBP7	odorant binding protein OBP7 [Source:VB Community Annotation]	ID=gene:CPIJ001365;Name=OBP7;biotype=protein_coding;description=odorant binding protein OBP7 [Source:VB Community Annotation];gene_id=CPIJ001365;logic_name=vectorbase_culex
CPIJ001371	0	0	0	1	0	0	0	0	0		serine/threonine-protein phosphatase 4 catalytic subunit [Source:VB Community Annotation]	ID=gene:CPIJ001371;biotype=protein_coding;description=serine/threonine-protein phosphatase 4 catalytic subunit [Source:VB Community Annotation];gene_id=CPIJ001371;logic_name=vectorbase_culex
CPIJ001374	0	0	0	1	0	0	0	0	0		Zinc finger protein 250 [Source:UniProtKB/TrEMBL%3BAcc:B0W3I8]	ID=gene:CPIJ001374;biotype=protein_coding;description=Zinc finger protein 250 [Source:UniProtKB/TrEMBL%3BAcc:B0W3I8];gene_id=CPIJ001374;logic_name=vectorbase_culex
CPIJ001379	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W3J3]	ID=gene:CPIJ001379;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W3J3];gene_id=CPIJ001379;logic_name=vectorbase_culex
CPIJ001384	0	0	0	1	0	0	0	0	1		lethal [Source:VB Community Annotation]	ID=gene:CPIJ001384;biotype=protein_coding;description=lethal [Source:VB Community Annotation];gene_id=CPIJ001384;logic_name=vectorbase_culex
CPIJ001392	0	0	0	0	0	1	1	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W3K6]	ID=gene:CPIJ001392;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W3K6];gene_id=CPIJ001392;logic_name=vectorbase_culex
CPIJ001393	0	0	0	0	0	1	1	0	1		Vacuolar protein sorting 37B [Source:UniProtKB/TrEMBL%3BAcc:B0W3K7]	ID=gene:CPIJ001393;biotype=protein_coding;description=Vacuolar protein sorting 37B [Source:UniProtKB/TrEMBL%3BAcc:B0W3K7];gene_id=CPIJ001393;logic_name=vectorbase_culex
CPIJ001398	0	0	0	0	0	1	1	0	0		Transcription initiation factor TFIID subunit 9 [Source:UniProtKB/TrEMBL%3BAcc:B0W3L2]	ID=gene:CPIJ001398;biotype=protein_coding;description=Transcription initiation factor TFIID subunit 9 [Source:UniProtKB/TrEMBL%3BAcc:B0W3L2];gene_id=CPIJ001398;logic_name=vectorbase_culex
CPIJ001399	0	0	0	0	0	0	1	0	0		Replication factor C subunit 4 [Source:UniProtKB/TrEMBL%3BAcc:B0W3L3]	ID=gene:CPIJ001399;biotype=protein_coding;description=Replication factor C subunit 4 [Source:UniProtKB/TrEMBL%3BAcc:B0W3L3];gene_id=CPIJ001399;logic_name=vectorbase_culex
CPIJ001403	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W3L7]	ID=gene:CPIJ001403;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W3L7];gene_id=CPIJ001403;logic_name=vectorbase_culex
CPIJ001408	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W3M2]	ID=gene:CPIJ001408;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W3M2];gene_id=CPIJ001408;logic_name=vectorbase_culex
CPIJ001435	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2R0]	ID=gene:CPIJ001435;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2R0];gene_id=CPIJ001435;logic_name=vectorbase_culex
CPIJ001438	0	0	0	0	0	1	1	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2R3]	ID=gene:CPIJ001438;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2R3];gene_id=CPIJ001438;logic_name=vectorbase_culex
CPIJ001450	0	0	0	0	0	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2S5]	ID=gene:CPIJ001450;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2S5];gene_id=CPIJ001450;logic_name=vectorbase_culex
CPIJ001451	0	0	0	1	0	0	1	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2S6]	ID=gene:CPIJ001451;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2S6];gene_id=CPIJ001451;logic_name=vectorbase_culex
CPIJ001452	0	0	0	0	0	0	1	0	0		late histone [Source:VB Community Annotation]	ID=gene:CPIJ001452;biotype=protein_coding;description=late histone [Source:VB Community Annotation];gene_id=CPIJ001452;logic_name=vectorbase_culex
CPIJ001457	0	0	0	1	0	0	0	0	0		ADP-ribosylation factor%2C arf [Source:UniProtKB/TrEMBL%3BAcc:B0W2T2]	ID=gene:CPIJ001457;biotype=protein_coding;description=ADP-ribosylation factor%2C arf [Source:UniProtKB/TrEMBL%3BAcc:B0W2T2];gene_id=CPIJ001457;logic_name=vectorbase_culex
CPIJ001479	0	0	0	0	0	1	1	0	0		Mediator of RNA polymerase II transcription subunit 11 [Source:UniProtKB/TrEMBL%3BAcc:B0W4Z6]	ID=gene:CPIJ001479;biotype=protein_coding;description=Mediator of RNA polymerase II transcription subunit 11 [Source:UniProtKB/TrEMBL%3BAcc:B0W4Z6];gene_id=CPIJ001479;logic_name=vectorbase_culex
